49.917388,18.203646
49.917311,18.203541
49.917233,18.203436
49.917157,18.203332
49.917083,18.203227
49.917012,18.203131
49.916941,18.203035
49.916869,18.202929
49.916799,18.202823
49.91673,18.202719
49.916661,18.202618
49.916592,18.202519
49.916524,18.202422
49.916458,18.20233
49.916392,18.202235
49.916327,18.202144
49.916263,18.202053
49.916201,18.201964
49.916136,18.201882
49.916073,18.201802
49.916013,18.20172
49.915954,18.201638
49.915895,18.201559
49.915837,18.201479
49.915777,18.2014
49.915719,18.201319
49.915662,18.20124
49.915602,18.201162
49.915542,18.201083
49.915483,18.201005
49.915425,18.200928
49.915366,18.200851
49.915309,18.200773
49.915251,18.200695
49.915194,18.200614
49.915081,18.200456
49.915024,18.200378
49.914967,18.200301
49.914912,18.200222
49.914855,18.200146
49.914798,18.20007
49.914741,18.199996
49.914683,18.199921
49.914626,18.199845
49.91457,18.199768
49.914515,18.19969
49.914461,18.199613
49.914406,18.199541
49.914352,18.19947
49.914297,18.199401
49.91424,18.199331
49.914183,18.199261
49.914126,18.19919
49.914071,18.199119
49.914016,18.199049
49.913962,18.198978
49.913906,18.198907
49.91385,18.198835
49.913796,18.198763
49.913742,18.198694
49.913687,18.198624
49.913633,18.198554
49.913579,18.198482
49.913526,18.198411
49.913472,18.198343
49.913417,18.198272
49.913362,18.198204
49.913305,18.198136
49.913249,18.198065
49.913192,18.197995
49.913136,18.197927
49.913081,18.197858
49.913025,18.197789
49.912968,18.197722
49.912912,18.197653
49.912854,18.197584
49.912798,18.197514
49.912742,18.197444
49.912688,18.197374
49.912634,18.197303
49.912579,18.197232
49.912524,18.197162
49.912469,18.197093
49.912413,18.197025
49.912359,18.196953
49.912304,18.196883
49.912248,18.196815
49.912192,18.196748
49.912138,18.196678
49.912083,18.196609
49.912029,18.19654
49.911976,18.196471
49.911922,18.196401
49.911867,18.196332
49.91181,18.196264
49.911754,18.196194
49.911699,18.19612
49.911644,18.196048
49.911585,18.19598
49.911528,18.195908
49.911472,18.195836
49.911415,18.195766
49.911358,18.195695
49.911301,18.195626
49.911242,18.195558
49.911184,18.195486
49.911127,18.195414
49.911071,18.195344
49.911015,18.195276
49.910958,18.19521
49.910902,18.195142
49.910846,18.195071
49.910788,18.195003
49.910731,18.194933
49.910674,18.194863
49.91062,18.194795
49.910566,18.194722
49.910511,18.194648
49.910454,18.194574
49.910396,18.194496
49.910339,18.194417
49.910282,18.194336
49.910222,18.194256
49.910161,18.194177
49.910104,18.194094
49.910046,18.19401
49.909989,18.193925
49.909934,18.193834
49.909878,18.193746
49.909822,18.193662
49.909767,18.193578
49.909712,18.193494
49.909657,18.193411
49.909601,18.19333
49.909543,18.19325
49.909485,18.193169
49.909427,18.193088
49.90937,18.193008
49.909314,18.192927
49.909257,18.192847
49.9092,18.192764
49.909142,18.192681
49.909082,18.192601
49.909019,18.192529
